rank,song,artist,apple,boom,spotify,audiomack,deezer,youtube,RT
1,Understand,Omah Lay,4,2,2,1,3,1,2.1666666666666665
2,Sinner ft. Lucky Daye,Adekunle Gold and  Lucky Daye,6,4,6,7,6,5,5.666666666666667
3,Peru,Fireboy DML,3,12,20,4,4,4,7.833333333333333
4,Feeling ft. Buju,LADIPOE and  Buju,13,6,8,2,14,12,9.166666666666666
5,Essence ft. Tems,Wizkid,2,14,1,37,1,3,9.666666666666666
6,Outside,Buju,10,8,18,10,10,9,10.833333333333334
7,Naira Marley,Zinoleesky,15,5,5,13,16,13,11.166666666666666
8,"Yaba Buluku (Remix) (Remix) ft. Burna Boy, Preck & Nelson Tivane",DJ Tarico and  Burna Boy,11,13,22,12,12,20,15.0
9,Rock,Olamide,21,9,21,3,22,15,15.166666666666666
10,Feel Good,MohBad,8,31,40,6,7,10,17.0
11,Coming ft. Busiswa,Naira Marley and  Busiswa,34,20,11,16,36,62,29.833333333333332
12,Ginger ft. Burna Boy,Wizkid,33,41,50,67,33,43,44.5
13,Celebrate Me,Patoranking,69,15,29,24,71,61,44.833333333333336
14,Kilometre,Burna Boy,52,48,74,19,53,30,46.0
15,History ft. Fireboy DML,Cheque and  Fireboy DML,75,19,62,14,75,51,49.333333333333336
16,Running (To You) ft. Simi,Chike and  Simi,83,34,10,28,87,71,52.166666666666664
17,Mercy,Falz,44,43,57,65,44,63,52.666666666666664
18,Godly,Omah Lay,95,51,27,22,94,65,59.0
19,Bounce,Ruger,9,420,3,5,8,6,75.16666666666667
20,Lie,Kizz Daniel,1,1,4,450,2,2,76.66666666666667
21,Big Thug Boys,AV,12,420,28,9,13,11,82.16666666666667
22,Monalisa ft. Sarz,Lojay and  Sarz,5,420,24,34,5,8,82.66666666666667
23,Medicine,Jaywillz,14,420,33,8,15,18,84.66666666666667
24,Testimony,Buju,22,22,350,21,23,81,86.5
25,Bloody Samaritan,Ayra Starr,7,25,36,450,9,7,89.0
26,HUSTLE,Teni,38,420,16,15,40,28,92.83333333333333
27,Show Me,Joeboy,36,420,32,11,37,39,95.83333333333333
28,Alubarika,Zlatan,35,10,12,450,35,33,95.83333333333333
29,Drug Test,Naira Marley,30,3,34,450,30,57,100.66666666666667
30,Focus,Joeboy,77,23,350,17,78,72,102.83333333333333
31,Soundgasm,Rema,16,105,15,450,17,14,102.83333333333333
32,Pronto ft. Omah Lay,Ajebo Hustlers and  Omah Lay,39,49,350,80,43,60,103.5
33,Lonely,Ayra Starr,40,100,350,56,42,40,104.66666666666667
34,It Is What It Is,Adekunle Gold,45,16,51,450,47,23,105.33333333333333
35,Confident,Savage and  Buju,18,24,63,450,20,74,108.16666666666667
36,Abu Dhabi,Ruger,43,420,72,42,45,29,108.5
37,23,Burna Boy,55,73,350,61,56,66,110.16666666666667
38,Forever (Remix) ft. Omah Lay,Gyakie and  Omah Lay,65,420,23,86,66,27,114.5
39,Ke Star (Remix),Focalistic and  Davido,56,57,38,450,57,32,115.0
40,Felony,CKay,50,63,350,76,54,98,115.16666666666667
41,Ojuju,Oxlade,86,7,65,450,11,73,115.33333333333333
42,Far Away,Dangbana Republik and  Bella Shmurda,46,28,91,450,46,35,116.0
43,Bling (feat. Amaarae & Buju),Blaqbonez,29,36,55,450,31,97,116.33333333333333
44,Petite,NSG,41,84,81,450,39,83,129.66666666666666
45,The Best ft. Mayorkun,Davido,71,98,350,98,70,107,132.33333333333334
46,FOR YOU ft. Davido,Teni,375,35,30,53,300,55,141.33333333333334
47,Way Too Big,Burna Boy,61,71,350,49,63,325,153.16666666666666
48,Jailer ft. Jaywillz,Olamide,90,30,350,69,88,325,158.66666666666666
49,Beggie Beggie,Ayra Starr,26,107,350,450,27,25,164.16666666666666
50,INDUSTRY BABY,Lil Nas X and  Jack Harlow,49,420,17,450,49,16,166.83333333333334
51,Tonongo,Lojay and  Sarz,32,94,350,450,34,44,167.33333333333334
52,Blessed ft. Damian Marley,Wizkid,37,420,350,82,38,82,168.16666666666666
53,Clash,Dave and  Stormzy,28,420,77,450,29,21,170.83333333333334
54,Party Next Door,Dangbana Republik and  Bella Shmurda,25,420,19,450,26,91,171.83333333333334
55,World,Dangbana Republik and  Bella Shmurda,63,56,79,450,64,325,172.83333333333334
56,Kilofeshe,Zinoleesky,80,45,350,450,83,41,174.83333333333334
57,Bank On It,Burna Boy,60,420,94,94,61,325,175.66666666666666
58,Rumors (feat. Cardi B),Lizzo and  Cardi B,119,50,9,450,101,325,175.66666666666666
59,Hallelu,Masterkraft,81,54,350,450,85,36,176.0
60,Dimension (feat. Skepta & Rema),JAE5,27,420,48,450,28,96,178.16666666666666
61,La La (feat. Ckay),Davido,48,420,49,450,48,56,178.5
62,LV N ATTN feat. Wizkid,Lojay and  Sarz,51,168,350,450,51,24,182.33333333333334
63,Somebody Baby,Davido and  Peruzzi,92,69,350,450,91,47,183.16666666666666
64,Need To Know,Doja Cat,47,420,60,450,50,75,183.66666666666666
65,STAY,The Kid LAROI and  Justin Bieber,64,420,47,450,68,79,188.0
66,Peaches (Masterkraft Remix) ft. Alpha P & Omah Lay,Justin Bieber,101,420,350,90,100,69,188.33333333333334
67,Late At Night,Roddy Ricch,76,93,350,450,76,86,188.5
68,Snitch,Ayra Starr,53,181,350,450,52,52,189.66666666666666
69,Early Momo,Vector,68,112,350,450,72,89,190.16666666666666
70,Infinity ft. Omah Lay,Olamide,375,59,350,18,300,48,191.66666666666666
71,KOLO (feat. Oxlade),Ice Prince,82,120,350,450,84,68,192.33333333333334
72,Call Me Baby,Cheque,375,53,350,38,300,50,194.33333333333334
73,Wade In The Water (Live),The Spirituals,98,420,31,450,99,87,197.5
74,Too Correct ft. Rema,Crayon,375,70,82,44,300,325,199.33333333333334
75,Door ft. Kwesi Arthur,Joeboy,375,119,90,45,300,325,209.0
76,Bad Influence ,Omah Lay,375,80,350,68,300,94,211.16666666666666
77,Fashion Killer,Ayra Starr,17,420,350,450,18,17,212.0
78,System,Dave and  Wizkid,23,420,350,450,24,22,214.83333333333334
79,Out There,Dangbana Republik and  Bella Shmurda,70,26,350,450,73,325,215.66666666666666
80,Shameful,King O.T,100,197,350,450,98,104,216.5
81,Colorado,Zugo and  Dai Verse,59,62,350,450,59,325,217.5
82,Cocaine,Dai Verse,20,420,350,450,21,53,219.0
83,Lazarus,Dave and  Boj,31,420,350,450,32,34,219.5
84,KPK (Ko Por Ke),Rexxie,375,91,46,450,300,77,223.16666666666666
85,Southy Love,Peruzzi,54,110,350,450,55,325,224.0
86,Cast (Gen Z Anthem),Ayra Starr,24,420,350,450,25,84,225.5
87,Wonder,Dremo,99,38,350,450,97,325,226.5
88,Pray,Victony,42,151,350,450,41,325,226.5
89,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",Tion Wayne,375,132,70,450,300,45,228.66666666666666
90,No Stress,Wizkid,89,82,350,450,82,325,229.66666666666666
91,Loved By You,Justin Bieber,67,420,350,450,67,38,232.0
92,Bridgertn,Ayra Starr,57,420,350,450,58,58,232.16666666666666
93,Real Life,Burna Boy,78,116,350,450,79,325,233.0
94,Toxic,Ayra Starr,62,420,350,450,62,64,234.66666666666666
95,INJURE ME,Teni,375,29,350,36,300,325,235.83333333333334
96,Karma,Ayra Starr,66,420,350,450,65,67,236.33333333333334
97,Professor Peller ft. Zlatan,Seyi Vibez,375,18,350,57,300,325,237.5
98,Triumphant ft. Bella Shmurda,Olamide,375,47,350,30,300,325,237.83333333333334
99,Dorime ,Teni,375,37,350,40,300,325,237.83333333333334
100,RAPSTAR,Polo G,85,420,350,450,89,37,238.5
101,Julie,Olamide,375,44,350,48,300,325,240.33333333333334
102,Need For Speed,Olamide,375,40,350,58,300,325,241.33333333333334
103,"PAMI ft. Wizkid, Adekunle Gold & Omah Lay",DJ Tunez,375,61,350,52,300,325,243.83333333333334
104,Champion ft. D Smoke,Fireboy DML,375,72,350,43,300,325,244.16666666666666
105,In Between,Ayra Starr,79,420,350,450,80,88,244.5
106,Reckless,Wizkid,72,420,350,450,69,106,244.5
107,Bia,Phyno,375,64,350,72,300,325,247.66666666666666
108,Koleyewon,Naira Marley,375,78,350,63,300,325,248.5
109,Black ft. Mr Eazi,Victor AD,375,58,350,83,300,325,248.5
110,Law Of Attraction,Dave and  Snoh Aalegra,93,420,350,450,92,100,250.83333333333334
111,Adura ft. Mohbad,Bella Shmurda,375,89,350,66,300,325,250.83333333333334
112,Rise Up ft. Falz,2Baba,375,125,350,33,300,325,251.33333333333334
113,Can't Relate,Omah Lay,375,122,350,46,300,325,253.0
114,Somebody ft. Phyno,Olamide,375,83,350,85,300,325,253.0
115,Ameno (Dorime),Dj Xclusive,375,420,69,41,300,325,255.0
116,My Bebe,Omah Lay,375,136,350,60,300,325,257.6666666666667
117,Roju,Chike,375,420,35,92,300,325,257.8333333333333
118,Cash App,Bella Shmurda,375,68,39,450,300,325,259.5
119,Abule,Patoranking,375,159,350,50,300,325,259.8333333333333
120,Loading ft. BadboyTimz,Olamide,375,147,350,62,300,325,259.8333333333333
121,You,Omah Lay,375,138,350,81,300,325,261.5
122,If You No Love,Chike,375,149,350,71,300,325,261.6666666666667
123,Korope ft. Naira Marley,Lil Kesh,375,142,350,79,300,325,261.8333333333333
124,Airplane Mode,Fireboy DML,375,126,350,99,300,325,262.5
125,If E Happen For Lagos,Runtown,375,141,350,89,300,325,263.3333333333333
126,All,Rexxie,375,66,350,450,300,42,263.8333333333333
127,Aye,Naira Marley,375,420,92,77,300,325,264.8333333333333
128,Lo Lo,Omah Lay,375,164,350,75,300,325,264.8333333333333
129,Confession,Omah Lay,375,173,350,74,300,325,266.1666666666667
130,PonPon,Olamide,375,76,350,450,300,54,267.5
131,LICENSE,Vector,375,55,100,450,300,325,267.5
132,Omo Ologo (feat. Zinoleesky),Lil Frosh featuring Zinoleesky,375,77,78,450,300,325,267.5
133,Omalicha ft. Ejyk Nwamba,Kolaboy,375,201,350,59,300,325,268.3333333333333
134,Green Light,Olamide,375,184,350,88,300,325,270.3333333333333
135,Fendi (feat. Joeboy),Blaqbonez,118,420,26,450,300,325,273.1666666666667
136,Bad Habits,Ed Sheeran,375,420,45,450,300,49,273.1666666666667
137,Shopping Spree (feat. Chris Brown & Young Thug),Davido,375,154,54,450,300,325,276.3333333333333
138,Eff All Day (feat. Phyno),Timaya,375,195,13,450,300,325,276.3333333333333
139,Rush,Dangbana Republik and  Bella Shmurda,58,420,350,450,60,325,277.1666666666667
140,Damages,Tems,375,121,350,450,300,76,278.6666666666667
141,Chosen (feat. Ty Dolla $ign),Blxst and  Tyga,73,420,350,450,77,325,282.5
142,STAMINA,WurlD and  Major League Djz,87,420,350,450,74,325,284.3333333333333
143,Frenemies (feat. Oxlade),Rexxie and Oxlade,375,190,66,450,300,325,284.3333333333333
144,Sweet One,Wizkid,88,420,350,450,81,325,285.6666666666667
145,Solace,Ajebo Hustlers,84,420,350,450,90,325,286.5
146,Longtime (feat. Skepta),Wizkid,91,420,350,450,86,325,287.0
147,Amin,Ayra Starr,94,420,350,450,93,325,288.6666666666667
148,True Love (feat. Tay Iwar & Projexx),Wizkid,96,420,350,450,96,325,289.5
149,Mighty Wine,Wizkid,97,420,350,450,95,325,289.5
150,Tales By Moonlight,Tiwa Savage,103,222,350,450,300,325,291.6666666666667
151,Music Messiah,DJ Neptune,375,170,350,450,300,105,291.6666666666667
152,Yafun Yafun,Ajebo Hustlers,375,198,350,450,300,80,292.1666666666667
153,At My Worst (feat. Kehlani),Pink Sweat$,375,186,350,450,300,103,294.0
154,Matriculation (Intro),PlaTBoss,375,420,350,20,300,325,298.3333333333333
155,Hustler's Tale,PlaTBoss,375,420,350,23,300,325,298.8333333333333
156,Politics and Lies,PlaTBoss,375,420,350,25,300,325,299.1666666666667
157,Trust Issues,PlaTBoss,375,420,350,26,300,325,299.3333333333333
158,Tomorrow Never Comes,PlaTBoss,375,420,350,27,300,325,299.5
159,Balling,PlaTBoss,375,420,350,29,300,325,299.8333333333333
160,Living It Up,PlaTBoss,375,420,350,31,300,325,300.1666666666667
161,Indifferent,PlaTBoss,375,420,350,32,300,325,300.3333333333333
162,Graduation,PlaTBoss,375,420,350,35,300,325,300.8333333333333
163,Capable God,Judikay,375,420,350,39,300,325,301.5
164,Denge Pose,Lil Frosh,375,11,350,450,300,325,301.8333333333333
165,Omemma ((Live)),Judikay,375,420,350,47,300,325,302.8333333333333
166,Olofofo,Victor AD,375,17,350,450,300,325,302.8333333333333
167,Too Faithful,Moses Bliss,375,420,350,51,300,325,303.5
168,Ayewada,Barry Jhay,375,21,350,450,300,325,303.5
169,Obinasom,Mercy Chinwo,375,420,350,54,300,325,304.0
170,Love Like This ft. Fireboy DML,Lil Kesh,375,420,350,55,300,325,304.1666666666667
171,Are You Sure,Lyta,375,27,350,450,300,325,304.5
172,Money,"Terri, Bella Shmurda, Mohbad",375,32,350,450,300,325,305.3333333333333
173,40 BTC,Rexxie featuring Seyi Vibez,375,33,350,450,300,325,305.5
174,Hallelujah Challenge Praise Medley,Nathaniel Bassey,375,420,350,64,300,325,305.6666666666667
175,Sorry,MohBad,375,39,350,450,300,325,306.5
176,Baba Fela (Remix) ft. Laycon & Zlatan,Mr Real,375,420,350,70,300,325,306.6666666666667
177,Soldier Go,"Dangbana Republik, Bella Shmurda",375,42,350,450,300,325,307.0
178,Lako,"Dangbana Republik, Bella Shmurda",375,46,350,450,300,325,307.6666666666667
179,Any More ft. Phyno,Victor AD,375,420,350,78,300,325,308.0
180,90’S,Seyi Vibez,375,52,350,450,300,325,308.6666666666667
181,Check Yourself,Kaptain,375,420,350,84,300,325,309.0
182,PEPE ft. Davido,L.A.X,375,420,350,87,300,325,309.5
183,Bad Type,Seyi Vibez,375,60,350,450,300,325,310.0
184,Betty Butter ft. Davido,Mayorkun,375,420,350,91,300,325,310.1666666666667
185,Lagos Anthem,Zlatan,375,420,350,93,300,325,310.5
186,"Congratulations ft, Buchi",Ada Ehi,375,420,350,95,300,325,310.8333333333333
187,Catalyst,Seyi Vibez,375,65,350,450,300,325,310.8333333333333
188,Anymore,Victor AD,375,67,350,450,300,325,311.1666666666667
189,"Squander (Remix) (Remix) ft. Kamo Mphela, Mpura, Niniola & Sayfar",Falz,375,420,350,100,300,325,311.6666666666667
190,Sho Mo Mi,Bella Shmurda,375,75,350,450,300,325,312.5
191,Jennifer,Guchi,375,420,7,450,300,325,312.8333333333333
192,Don Dada,Timaya,375,79,350,450,300,325,313.1666666666667
193,Omnipotent,Bella Shmurda,375,81,350,450,300,325,313.5
194,Kola Boy (Feat. Emmanuella),Onyx,375,420,14,450,300,325,314.0
195,Non Living Thing,Sarkodie,375,85,350,450,300,325,314.1666666666667
196,Ginger Me (Intro),Bella Shmurda,375,86,350,450,300,325,314.3333333333333
197,Ma Pariwo,Zinoleesky,375,87,350,450,300,325,314.5
198,Currently,Kizz Daniel,375,88,350,450,300,325,314.6666666666667
199,Vision 2020,Bella Shmurda,375,90,350,450,300,325,315.0
200,Ori,Barry Jhay,375,92,350,450,300,325,315.3333333333333
201,Upgrade,Bella Shmurda,375,95,350,450,300,325,315.8333333333333
202,Jehovah Overdo,Chidinma,375,420,25,450,300,325,315.8333333333333
203,Pay day,Seyi Vibez,375,96,350,450,300,325,316.0
204,Cho Cho,Zlatan,375,97,350,450,300,325,316.1666666666667
205,God Sent,Seyi Vibez,375,99,350,450,300,325,316.5
206,Ogogoro,Yemi Alade,375,101,350,450,300,325,316.8333333333333
207,So Lovely,Buju,375,102,350,450,300,325,317.0
208,Liquor,Bella Shmurda,375,103,350,450,300,325,317.1666666666667
209,Marlians Anthem,MohBad,375,104,350,450,300,325,317.3333333333333
210,High Way,DJ Kaywise & Phyno,375,106,350,450,300,325,317.6666666666667
211,Dip,Stefflon Don & Ms Banks,375,420,37,450,300,325,317.8333333333333
212,Smile,Wizkid,375,108,350,450,300,325,318.0
213,Picture Freestyle,Seyi Vibez,375,109,350,450,300,325,318.1666666666667
214,TAKE OFF,corizo,375,111,350,450,300,325,318.5
215,Okay,Adekunle Gold,375,420,41,450,300,325,318.5
216,Roar,Dunsin Oyekan,375,420,42,450,300,325,318.6666666666667
217,Olorun Agbaye (You Are Mighty) (feat. Chandler Moore & Oba),Nathaniel Bassey,375,420,43,450,300,325,318.8333333333333
218,Spiritual,Buju,375,113,350,450,300,325,318.8333333333333
219,Cup of Tea,Olamide,375,114,350,450,300,325,319.0
220,Muje,Barry Jhay,375,115,350,450,300,325,319.1666666666667
221,Ponmo,Mohbad,375,117,350,450,300,325,319.5
222,Mind Games,Buju,375,118,350,450,300,325,319.6666666666667
223,Oliver Twist,ArrDee,375,420,350,450,300,26,320.1666666666667
224,Onyedikagi (feat. Glowrie),Mercy Chinwo,375,420,52,450,300,325,320.3333333333333
225,Chi Chi,Naira Marley,375,123,350,450,300,325,320.5
226,You're Welcome,Dwayne Johnson,375,420,53,450,300,325,320.5
227,Legends,Juice WRLD,375,124,350,450,300,325,320.6666666666667
228,Berna Reloaded (feat. Fally Ipupa & Diamond Platnumz),Flavour,375,420,56,450,300,325,321.0
229,Only You,Bella Shmurda,375,127,350,450,300,325,321.1666666666667
230,There Is a Place,Nathaniel Bassey,375,420,58,450,300,325,321.3333333333333
231,Fall for Me,Laycon,375,128,350,450,300,325,321.3333333333333
232,INFERNO,Sub Urban & Bella Poarch,375,420,59,450,300,325,321.5
233,Holy Ground,Davido,375,129,350,450,300,325,321.5
234,Omo X 100,Reminisce,375,130,350,450,300,325,321.6666666666667
235,Motorboat,Tory Lanez,375,420,61,450,300,325,321.8333333333333
236,FEM,Davido,375,131,350,450,300,325,321.8333333333333
237,Dangbana Orisa,Bella Shmurda,375,133,350,450,300,325,322.1666666666667
238,Paloma,Mr. P & --,375,420,64,450,300,325,322.3333333333333
239,Felicitation,"Dj Voyst, Joeboy",375,134,350,450,300,325,322.3333333333333
240,Flex,Kizz Daniel,375,135,350,450,300,325,322.5
241,Amope,Bella Shmurda,375,137,350,450,300,325,322.8333333333333
242,Zoe (Live),Odunayo Adebayo & --,375,420,67,450,300,325,322.8333333333333
243,Mandela Freestyle,Meek Mill,375,420,68,450,300,325,323.0
244,Die Young,Roddy Ricch,375,139,350,450,300,325,323.1666666666667
245,Wonderful,Burna Boy,375,140,350,450,300,325,323.3333333333333
246,Addicted,Guchi,375,420,71,450,300,325,323.5
247,MONTERO (Call Me By Your Name),Lil Nas X,375,420,350,450,300,46,323.5
248,Ruger,Ruger,375,420,73,450,300,325,323.8333333333333
249,Damn,Omah Lay featuring 6LACK,375,145,350,450,300,325,324.1666666666667
250,Come Closer (feat. Drake),Wizkid,375,420,75,450,300,325,324.1666666666667
251,The Box,Roddy Ricch,375,146,350,450,300,325,324.3333333333333
252,Wild Side (feat. Cardi B),Normani,375,420,76,450,300,325,324.3333333333333
253,Let Me Know,Mayorkun,102,420,350,450,300,325,324.5
254,Level Up (Twice As Tall),Burna Boy,375,148,350,450,300,325,324.6666666666667
255,Happiness,Davolee,375,150,350,450,300,325,325.0
256,Jalebi Baby,Tesher,375,420,80,450,300,325,325.0
257,Pay Me,Oxlade and  Troniq Music,106,420,350,450,300,325,325.1666666666667
258,Cultural Praise,Kcee & Okwesili Eze Group,375,152,350,450,300,325,325.3333333333333
259,Work Fada (feat. Nas & Rich King),Tiwa Savage,107,420,350,450,300,325,325.3333333333333
260,MOSLADO,Teni,375,153,350,450,300,325,325.5
261,NEED ME,Gyakie,375,420,83,450,300,325,325.5
262,Somebody’s Son (feat. Brandy),Tiwa Savage,108,420,350,450,300,325,325.5
263,Motley Crew,Post Malone,375,420,350,450,300,59,325.6666666666667
264,More,Oxlade and  Troniq Music,109,420,350,450,300,325,325.6666666666667
265,Moriamo,Qdot,375,420,84,450,300,325,325.6666666666667
266,Lukuti,Dj A.b,375,420,85,450,300,325,325.8333333333333
267,Ade Ori,Tiwa Savage,110,420,350,450,300,325,325.8333333333333
268,Project Dreams,Roddy Ricch,375,155,350,450,300,325,325.8333333333333
269,Incomplete,Oxlade and  Troniq Music,111,420,350,450,300,325,326.0
270,Zoom,Cheque,375,156,350,450,300,325,326.0
271,Salabanta,SunkkeySnoop & --,375,420,86,450,300,325,326.0
272,Special Kinda (feat. Tay Iwar),Tiwa Savage,112,420,350,450,300,325,326.1666666666667
273,Ojuelegba,Wizkid,375,420,87,450,300,325,326.1666666666667
274,Life Is Good,Future,375,157,350,450,300,325,326.1666666666667
275,Your Body,Mayorkun,375,158,350,450,300,325,326.3333333333333
276,Lakiriboto,Liya and  Davido,113,420,350,450,300,325,326.3333333333333
277,Nesesari (feat. Philkeyz),Kizz Daniel,375,420,88,450,300,325,326.3333333333333
278,Alari,Liya,114,420,350,450,300,325,326.5
279,Better,Khalid,375,420,89,450,300,325,326.5
280,Celebration,Joeboy,375,160,350,450,300,325,326.6666666666667
281,Adua,Liya,115,420,350,450,300,325,326.6666666666667
282,Years Ago,Liya,116,420,350,450,300,325,326.8333333333333
283,Energy,DEW,375,161,350,450,300,325,326.8333333333333
284,Happy Birthday,Simi feat. Adekunle Gold and Deja,375,162,350,450,300,325,327.0
285,Melo,Liya,117,420,350,450,300,325,327.0
286,Wizkid essence Feat Tems  Justin Bieber (Cover) By Vehnom,Vehnom,375,163,350,450,300,325,327.1666666666667
287,Laolu Gbenjo -  THE MARK OF GOD FT. AKINTAYO AKINWANDE,Laolu Gbenjo,375,420,93,450,300,325,327.1666666666667
288,Hustle Dot Com,Sparkle Tee,375,420,95,450,300,325,327.5
289,Heartbreak Anniversary,Giveon,375,420,350,450,300,70,327.5
290,Something Different,Adekunle Gold,375,166,350,450,300,325,327.6666666666667
291,Yahweh,Mercy Chinwo,375,420,96,450,300,325,327.6666666666667
292,Million Little Miracles,Elevation Worship & Maverick City Music,375,420,97,450,300,325,327.8333333333333
293,Sai dake,Hamisu Breaker,375,420,98,450,300,325,328.0
294,Kiss Me More (feat. SZA),Doja Cat,375,420,99,450,300,325,328.1666666666667
295,Rich And Blind,Juice WRLD,375,169,350,450,300,325,328.1666666666667
296,AG Baby,Adekunle Gold,375,171,350,450,300,325,328.5
297,LET IT GO (feat. Justin Bieber & 21 Savage),DJ Khaled,375,420,350,450,300,78,328.8333333333333
298,Ye ye ye,Omah Lay,375,174,350,450,300,325,329.0
299,Do not Disturb,Omah Lay,375,175,350,450,300,325,329.1666666666667
300,Be Something,Polo G,375,176,350,450,300,325,329.3333333333333
301,Jafafa,Chinko Ekun & Mohbad,375,177,350,450,300,325,329.5
302,Rest On Kashy,Anonymous Music,375,178,350,450,300,325,329.6666666666667
303,Prayer Request,Victor AD,375,179,350,450,300,325,329.8333333333333
304,JO,Teni,375,180,350,450,300,325,330.0
305,Ile Aye (This Life),Josseyan-tizzy,375,420,350,450,300,85,330.0
306,Woman,Rema,375,182,350,450,300,325,330.3333333333333
307,Times Two (X2),WANI,375,183,350,450,300,325,330.5
308,Go Away,Fireboy DML,375,185,350,450,300,325,330.8333333333333
309,Dior,Pop Smoke,375,420,350,450,300,90,330.8333333333333
310,Worry Me,Dj Jimmy Jatt,375,187,350,450,300,325,331.1666666666667
311,Commitment Issues,Central Cee,375,420,350,450,300,92,331.1666666666667
312,"""Rock/Julie"" (Live Piano Medley) | Fine Tuned",Olamide,375,188,350,450,300,325,331.3333333333333
313,Verdansk,Dave,375,420,350,450,300,93,331.3333333333333
314,Lenu (Remix),Buju,375,189,350,450,300,325,331.5
315,When I'm With You,Russ,375,191,350,450,300,325,331.8333333333333
316,What Type Of Dance,DJ Kaywise ,375,192,350,450,300,325,332.0
317,Desire,August.III,375,193,350,450,300,325,332.1666666666667
318,Take My Life,"Jay Wheeler, Tyla Yaweh, DJ Nelson",375,194,350,450,300,325,332.3333333333333
319,Anyone,Justin Bieber,375,420,350,450,300,99,332.3333333333333
320,Shame On You,D Smoke,375,196,350,450,300,325,332.6666666666667
321,We're All Alone,Dave,375,420,350,450,300,101,332.6666666666667
322,Sisi,Geminigh,375,420,350,450,300,102,332.8333333333333
323,Enjoyment,Yemi Alade,375,200,350,450,300,325,333.3333333333333
324,Survive,Jaido P,375,204,350,450,300,325,334.0
325,Bushmeat,SHATTA WALE,375,205,350,450,300,325,334.1666666666667
326,GAE,Masterkraft,375,206,350,450,300,325,334.3333333333333
327,Odoyewu,Spenskid,375,207,350,450,300,325,334.5
328,HELL (interlude),corizo,375,208,350,450,300,325,334.6666666666667
329,Hello Brother,Omah Lay,375,209,350,450,300,325,334.8333333333333
330,Like I Do,Fireboy DML,375,211,350,450,300,325,335.1666666666667
331,Try Me,Tems,375,212,350,450,300,325,335.3333333333333
332,Me Fije/Swaggy/Jangueo (Live Guitar Medley) | Fine Tuned,Alex Rose,375,213,350,450,300,325,335.5
333,Hate Love,Ann Marie,375,214,350,450,300,325,335.6666666666667
334,GAÉ,Ifex G,375,215,350,450,300,325,335.8333333333333
335,Bigga   Through the storm,Corizo,375,216,350,450,300,325,336.0
336,Memories,"dvsn, Ty Dolla $ign",375,217,350,450,300,325,336.1666666666667
337,Kiss Danie,ie(remix by Samdeck ) - SamDeck,375,218,350,450,300,325,336.3333333333333
338,Low,Timo Naira,375,220,350,450,300,325,336.6666666666667
339,9 TIMES OUTTA 10,"Gunna, Taurus",375,221,350,450,300,325,336.8333333333333
340,Tale Bana,Zarion Uti,375,420,350,450,102,325,337.0
